student_id,skill,exercise_id,response_time,correct,hint_count,attemp_count,time_interval
1177,interpreting-linear-equations,2712,19,1,0,1,
1177,equation-solving,86,45.99999952,1,0,1,
1177,combinatorics,2132,65,0,0,1,
1177,combinatorics,2128,20.00000024,1,0,1,
1177,combinatorics,2129,11.99999976,0,0,1,
1177,combinatorics,2129,4.000000238,0,1,2,
1177,combinatorics,2129,13,1,1,3,
1177,combinatorics,2130,24,0,0,1,
1177,combinatorics,2130,4.000000238,0,1,2,
1177,combinatorics,2130,13.99999952,1,1,3,
1177,combinatorics,2131,20.00000024,1,0,1,
1177,probability,2096,28.99999976,1,0,1,
1177,symbolization-articulation,441,28.00000048,1,0,1,
1177,discount,862,50.99999976,1,0,1,
1177,pattern-finding,1500,27.00000024,1,0,1,
1177,probability,2077,117.9999998,0,1,1,
1177,probability,2074,21,1,0,1,
1177,probability,2075,7.000000238,1,0,1,
1177,probability,2076,91.99999952,0,1,1,
1177,probability,2076,25.00000024,1,1,2,
1177,divisibility,1092,63.00000024,1,0,1,
1177,noskill,12809,564,0,0,1,
1177,noskill,12809,87.00000024,1,0,2,
1177,noskill,12841,19.99999952,1,0,1,
1177,noskill,12842,113,1,0,1,
1177,noskill,12807,30.99999976,1,0,1,
1177,noskill,12806,147.0000005,0,0,1,
1177,noskill,12806,52.99999976,1,0,2,
1177,noskill,12808,40,1,0,1,
1177,noskill,12838,28.99999976,0,0,1,
1177,noskill,12838,48,1,0,2,
1177,noskill,12839,21.00000048,1,0,1,
1177,noskill,12840,78,1,0,1,
1177,inducing-functions,733,153,1,0,1,
1177,noskill,4667,38.99999952,1,0,1,
1177,noskill,1218,37.00000048,1,0,1,
1177,fraction-multiplication,1154,75.99999952,1,0,1,
1177,order-of-operations,342,80,1,0,1,
1177,order-of-operations,842,46,1,0,1,
1177,divisibility,1092,38,1,0,1,
1177,noskill,8793,133.0000005,1,0,1,
1177,discount,968,105.9999995,0,0,1,
1177,discount,965,17.00000024,1,0,1,
1177,percent-of,966,16,1,0,1,
1177,discount,967,30,1,0,1,
1177,discount,853,29,1,0,1,
1177,scientific-notation,2229,23.99999976,1,0,1,
1177,scientific-notation,4514,15.00000048,1,0,1,
1177,interpreting-numberline,482,25.99999976,1,0,1,
1177,square-root,894,20.00000024,1,0,1,
1177,square-root,117,11.99999976,1,0,1,
1177,noskill,9153,9.000000238,0,1,1,
1177,noskill,9154,6,0,1,1,
1177,noskill,9154,5,0,2,2,
1177,noskill,9154,11,1,2,3,
1177,noskill,9155,10.99999952,1,0,1,
1177,noskill,9156,32.00000048,0,0,1,
1177,noskill,9156,8.999999523,0,1,2,
1177,noskill,9156,21,0,2,3,
1177,noskill,9156,20.00000024,1,2,4,
1177,equivalent-fractions-decimals-percents,1149,36.00000024,1,0,1,
1177,interpreting-numberline,1017,59.99999952,1,0,1,
1177,multiplication,4555,43,1,0,1,
1177,equivalent-fractions-decimals-percents,1149,20.00000024,1,0,2,
1177,noskill,1351,25.99999976,0,1,1,
1177,noskill,1351,6.000000238,1,1,2,
1177,noskill,8710,30,1,0,1,
1177,integers,789,19.99999976,1,0,1,
1177,median,1059,74.00000024,1,0,1,
1177,median,2239,108.0000002,1,0,1,
1177,circle-graph,1045,74.99999976,1,0,1,
1177,circle-graph,1649,99,1,0,1,
1177,mean,2264,73,1,0,1,
1177,mean,2274,134,1,0,1,
1177,equivalent-fractions-decimals-percents,2063,97,1,0,1,
1177,probability,2077,176.0000002,1,0,1,
1177,statistics,2255,33.99999976,1,0,1,
1177,probability,2171,56,1,0,1,
1177,probability,4503,65,1,0,1,
1177,probability,2080,54,1,0,1,
1177,probability,2101,127.9999998,1,0,1,
1177,noskill,4084,43,1,0,1,
1177,median,2289,57.00000024,1,0,1,
1177,median,2201,78.99999952,1,0,1,
1177,combinatorics,1120,111.0000002,0,0,1,
1177,combinatorics,1116,54,1,0,1,
1177,combinatorics,1117,35,1,0,1,
1177,combinatorics,1118,16,1,0,1,
1177,combinatorics,1119,71.00000024,0,0,1,
1177,combinatorics,1119,3.999999762,0,1,2,
1177,combinatorics,1119,39.99999976,1,1,3,
1177,combinatorics,2132,178.0000002,0,0,1,
1177,combinatorics,2128,15.00000024,1,0,1,
1177,combinatorics,2129,53.99999952,0,0,1,
1177,combinatorics,2129,2.000000477,0,1,2,
1177,combinatorics,2129,16,0,1,3,
1177,combinatorics,2129,19,1,1,4,
1177,combinatorics,2130,30,1,0,1,
1177,combinatorics,2131,13,1,0,1,
1177,combinatorics,1490,261,1,0,1,
1177,probability,2114,145,0,1,1,
1177,probability,2114,262.9999998,0,1,1,
1177,least-common-multiple,2111,28.00000024,1,0,1,
1177,least-common-multiple,2112,6.999999762,1,0,1,
1177,least-common-multiple,2113,5,1,0,1,
1177,multiplying-decimals,964,117.9999998,0,0,1,
1177,multiplying-decimals,960,36.00000024,1,0,1,
1177,multiplying-decimals,961,27,1,0,1,
1177,multiplying-decimals,962,19.99999976,1,0,1,
1177,multiplying-decimals,963,18.00000048,1,0,1,
1177,combinatorics,1581,119.9999998,1,0,1,
1177,least-common-multiple,2105,52.99999976,1,0,1,
1177,supplementary-angles,248,75,1,0,1,
1177,symbolization-articulation,1498,109.0000002,1,0,1,
1177,noskill,8785,100.0000002,1,0,1,
1177,probability,2068,143.9999995,0,0,1,
1177,probability,2064,18.00000048,1,0,1,
1177,probability,2065,13.99999952,0,0,1,
1177,probability,2065,2.000000477,0,1,2,
1177,probability,2065,35.99999976,1,1,3,
1177,probability,2066,28.00000024,1,0,1,
1177,probability,2067,27,0,0,1,
1177,probability,2067,4.999999762,0,1,2,
1177,probability,2067,25.99999976,1,1,3,
1177,multiplication,4555,102,1,0,1,
1177,circle-graph,1263,229.0000002,1,0,1,
1177,circle-graph,1022,49,1,0,1,
1177,rate-with-distance-and-time,4421,118,0,0,1,
1177,rate-with-distance-and-time,4418,52.99999976,1,0,1,
1177,rate-with-distance-and-time,4419,11,1,0,1,
1177,rate-with-distance-and-time,4420,18.00000048,1,0,1,
1177,noskill,9086,75.99999952,1,0,1,
1177,noskill,4669,122.0000002,0,0,1,
1177,noskill,4668,16,1,0,1,
1177,noskill,4670,16,1,0,1,
1177,noskill,4671,9.999999762,1,0,1,
1177,noskill,4672,34.00000048,1,0,1,
1177,median,2244,78,0,0,1,
1177,median,2240,6.999999762,1,0,1,
1177,ordering-numbers,2241,8,1,0,1,
1177,mean,2242,27,1,0,1,
1177,median,2243,5,1,0,1,
1177,combinatorics,1120,100,1,0,1,
1177,combinatorics,2132,44.00000024,0,0,1,
1177,combinatorics,2128,16.99999952,1,0,1,
1177,combinatorics,2129,36.00000024,1,0,1,
1177,combinatorics,2130,19.99999976,1,0,1,
1177,combinatorics,2131,21.00000048,1,0,1,
1177,probability,4507,29.99999952,1,0,1,
1177,probability,4490,74.00000024,1,0,1,
1177,combinatorics,1490,229,1,0,1,
1177,probability,2114,53,1,0,1,
1177,mode,2260,55.99999976,1,0,1,
1177,mean,2236,86,1,0,1,
1177,inducing-functions,444,131.0000005,1,0,1,
1177,inducing-functions,1697,70,1,0,1,
1177,evaluating-functions,1625,91.99999952,0,0,1,
1177,evaluating-functions,9681,24,1,0,1,
1177,evaluating-functions,9682,83.00000048,0,0,1,
1177,evaluating-functions,9682,11.99999976,0,0,2,
1177,evaluating-functions,9682,22,0,0,3,
1177,evaluating-functions,9682,3.999999762,1,0,4,
1177,evaluating-functions,9683,34.00000048,1,0,1,
1177,inducing-functions,662,176.9999998,0,0,1,
1177,pattern-finding,657,27,1,0,1,
1177,pattern-finding,658,11.99999976,0,0,1,
1177,pattern-finding,658,12.00000024,1,0,2,
1177,pattern-finding,659,20.00000024,1,0,1,
1177,pattern-finding,660,5.999999523,1,0,1,
1177,pattern-finding,661,33.00000024,1,0,1,
1177,inducing-functions,733,60.00000024,1,0,1,
1177,inducing-functions,223,49.99999976,1,0,1,
1177,inducing-functions,365,47.99999976,1,0,1,
1177,inducing-functions,677,144.0000005,0,1,1,
1177,area,467,106.0000002,0,0,1,
1177,area,464,22.00000024,1,0,1,
1177,area,465,20.99999976,1,0,1,
1177,circumference,466,43,0,1,1,
1177,circumference,466,49.00000024,1,1,2,
1177,area-of-circle,1650,70,0,0,1,
1177,area-of-circle,9686,17.99999976,0,0,1,
1177,area-of-circle,9686,29,0,1,2,
1177,area-of-circle,9686,30,1,1,3,
1177,area-of-circle,9687,36.00000024,1,0,1,
1177,area-concept,1735,30.99999976,1,0,1,
1177,area,362,92,0,0,1,
1177,unit-conversion,357,14.00000024,1,0,1,
1177,unit-conversion,358,19.99999952,1,0,1,
1177,area,359,20.00000024,1,0,1,
1177,area,360,16,0,0,1,
1177,area,360,60.00000024,0,0,2,
1177,area,360,57.99999976,1,0,3,
1177,rate,361,33.99999976,1,0,1,
1177,square-root,41,66.00000048,1,0,1,
1177,combinatorics,1490,189.9999998,1,0,1,
1177,median,2267,87.99999976,1,0,1,
1177,unit-conversion,1181,42.00000024,0,1,1,
1177,unit-conversion,1177,24,1,0,1,
1177,unit-conversion,1178,27,1,0,1,
1177,unit-conversion,1179,19.00000024,0,0,1,
1177,unit-conversion,1179,11,1,0,2,
1177,unit-conversion,1180,33.99999976,1,0,1,
1177,unit-conversion,4345,12.99999976,1,0,1,
1177,unit-conversion,1283,75,0,0,1,
1177,unit-conversion,1283,16,1,0,2,
1177,noskill,1371,132,1,0,1,
1177,area,4687,134.9999995,0,0,1,
1177,area,4687,166.0000005,0,0,2,
1177,area,4687,82.99999976,0,0,3,
1177,area,4687,6.999999762,0,1,4,
1177,area,4687,29,1,1,5,
1177,area,8865,62,0,0,1,
1177,proportion,8869,249.0000002,1,0,1,
1177,area,8866,54,0,1,1,
1177,area,8866,13.00000048,1,1,2,
1177,area,8867,18.99999952,1,0,1,
1177,area,8868,18.00000048,1,0,1,
1177,proportion,8870,6.999999762,1,0,1,
1177,congruence,4468,133.0000002,1,0,1,
1177,noskill,8871,124,1,0,1,
1177,area,14841,72.99999952,1,0,1,
1177,area,174,134.0000005,1,0,1,
1177,area,136,110.9999995,1,0,1,
1177,area,4559,71.00000024,1,0,1,
1177,area,1271,138.9999998,1,0,1,
1177,area,4687,130.0000002,1,0,1,
1177,area,8865,49.99999976,1,0,1,
1177,area,400,111.0000002,1,0,1,
1177,area,362,84.99999976,1,0,1,
1177,unit-conversion,1475,116.9999995,1,0,1,
1177,unit-conversion,4388,167.0000002,1,0,1,
1177,area,174,30,0,0,2,
1177,area,171,25.99999976,1,0,1,
1177,perimeter,172,38,1,0,1,
1177,perimeter,173,25.00000024,1,0,1,
1177,area,1271,25.99999976,1,0,2,
1177,congruence,4468,43,1,0,2,
1177,noskill,4666,68.00000024,1,0,1,
1177,noskill,4667,38,1,0,1,
1177,area,4562,100.0000002,1,0,1,
1177,noskill,8871,29.99999952,1,0,2,
1177,area,1172,80.00000048,1,0,1,
1177,area,1301,94.99999952,1,0,1,
1177,linear-area-volume-conversion,2345,93.00000024,1,0,1,
1177,probability,2080,34.97399998,1,0,1,
1177,noskill,8785,89.99600029,1,0,1,
1177,probability,2068,152.9020002,0,0,1,
1177,probability,2064,18.85299945,1,0,1,
1177,probability,2065,13.96400023,1,0,1,
1177,probability,2066,7.829999924,1,0,1,
1177,probability,2067,51.41300011,0,0,1,
1177,probability,2067,3.447999716,0,1,2,
1177,probability,2067,9.877000332,0,2,3,
1177,probability,2067,10.12800026,0,3,4,
1177,probability,2067,6.36899972,1,3,5,
1177,probability,4503,50.99699998,1,0,1,
1177,probability,2077,216.0560002,1,0,1,
1177,probability,2171,49.4349997,1,0,1,
1177,probability,2110,233.7939999,0,1,1,
1177,probability,2110,28.40200043,0,1,2,
1177,probability,2106,18.32799983,1,0,1,
1177,probability,2107,14.34399962,1,0,1,
1177,probability,2108,9.579000473,1,0,1,
1177,probability,2109,10.61899972,1,0,1,
1177,probability,4490,39.44699979,1,0,1,
1177,probability,4507,49.3920002,1,0,1,
1177,probability,2149,33.87399983,1,0,1,
1177,probability,1621,62.06999993,1,0,1,
1177,probability,2084,25.96600032,1,0,1,
1177,reading-graph,2249,137.9890001,1,0,1,
1177,probability,2127,45.28299975,1,0,1,
1177,probability,2096,40.69300008,1,0,1,
1177,probability,2118,60.35199976,0,0,1,
1177,probability,2115,12.10800052,1,0,1,
1177,probability,2116,9.798999548,1,0,1,
1177,probability,2117,12.53800035,0,0,1,
1177,probability,2117,74.18899989,0,0,2,
1177,probability,2117,5.34800005,0,1,3,
1177,probability,2117,41.93499994,1,1,4,
1177,noskill,4686,66.08400011,1,0,1,
1177,combinatorics,2132,58.64199996,0,0,1,
1177,combinatorics,2128,20.39599991,1,0,1,
1177,combinatorics,2129,54.84100008,1,0,1,
1177,combinatorics,2130,10.26899981,1,0,1,
1177,combinatorics,2131,12.8690002,1,0,1,
1177,statistics,2255,51.62199998,1,0,1,
1177,probability,2114,90.31799984,1,0,1,
1177,noskill,22118,44.22000003,0,1,1,
1177,noskill,22119,171.8070004,0,0,1,
1177,noskill,22119,127.9389999,1,0,2,
1177,noskill,22420,30.06099987,1,0,1,
1177,noskill,22421,73.13399982,0,0,1,
1177,noskill,22421,27.48200035,0,0,2,
1177,noskill,22421,7.732999802,1,0,3,
1177,noskill,22176,8.705000162,0,1,1,
1177,noskill,22177,24.68099976,1,0,1,
1177,noskill,22178,19.90099978,1,0,1,
1177,noskill,22179,22.5740006,1,0,1,
1177,noskill,22360,33.35599995,1,0,1,
1177,noskill,22300,7.046000004,0,1,1,
